Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,71.471802,72.186501,70.042397,70.042397,36.380146,3194413
2000-01-05,66.826103,67.898201,64.860703,65.218002,33.874348,6058531
2000-01-06,65.754097,66.111397,60.750999,62.001801,32.203850,10440480
2000-01-07,62.895199,63.609901,61.823101,63.252499,32.853466,6049796
2000-01-10,65.396698,66.468803,63.788601,63.788601,33.131908,5195405
2000-01-11,65.396698,66.111397,63.967300,65.396698,33.967159,6175861
2000-01-12,64.324600,65.932701,63.431198,64.324600,33.410309,5453898
2000-01-13,64.681999,64.860703,63.073898,63.431198,32.946274,3499841
2000-01-14,63.609901,64.146004,61.644402,62.537800,32.482250,3903580
2000-01-17,63.609901,63.609901,62.359200,63.252499,32.853466,3106959
2000-01-18,62.716499,66.826103,62.716499,66.468803,34.524025,4871529
2000-01-19,65.039398,65.754097,64.324600,65.754097,34.152794,7926160
2000-01-20,65.754097,66.647499,65.396698,65.575401,34.059982,4246080
2000-01-21,65.754097,67.540901,64.860703,65.932701,34.245567,5885943
2000-01-24,67.183502,68.612900,65.932701,66.826103,34.709595,5841426
2000-01-25,66.468803,68.434303,66.111397,67.719498,35.173630,4556342
2000-01-26,68.255600,70.399696,68.255600,70.042397,36.380146,5974694
2000-01-27,70.399696,72.901299,70.221100,72.901299,37.865059,6492448
2000-01-28,73.615997,73.973297,71.293098,73.258598,38.050648,8468821
2000-01-31,71.471802,71.471802,69.684998,69.863701,36.287331,5745867
2000-02-01,71.293098,71.471802,69.327698,70.757103,36.751362,5250378
2000-02-02,71.114403,73.258598,71.114403,72.901299,37.865059,4732215
2000-02-03,72.901299,73.615997,70.935799,73.258598,38.050648,4005775
2000-02-04,73.258598,73.258598,73.258598,73.258598,38.050648,0
2000-02-07,73.258598,73.258598,73.258598,73.258598,38.050648,0
2000-02-08,73.258598,75.760101,71.471802,75.045403,38.978718,4574671
2000-02-09,75.045403,78.619003,74.330704,77.546898,40.277996,8507929
2000-02-10,76.474800,83.622002,76.117500,80.048401,41.577278,10401003
2000-02-11,81.835197,88.267700,81.477898,86.480904,44.918335,8254244
2000-02-14,87.195602,87.195602,81.120499,81.835197,42.505333,5595736
2000-02-15,81.835197,82.192596,74.330704,77.546898,40.277996,10268258
2000-02-16,77.904297,78.619003,76.474800,77.904297,40.463634,7014654
2000-02-17,77.904297,78.261597,75.760101,76.474800,39.721134,6044341
2000-02-18,75.760101,76.474800,73.973297,74.330704,38.607502,5456557
2000-02-21,71.471802,73.615997,71.471802,72.543900,37.679428,5182743
2000-02-22,72.543900,73.615997,70.221100,71.114403,36.936947,5682279
2000-02-23,71.471802,74.688004,71.471802,74.330704,38.607502,3839416
